ə	a
flɛksəbl̩	flexible
flɛkʃɚ	flexure
flɪbɚtiʤɪbət	flibbertigibbet
flɪk	flick
flɪkɚ	flicker
flaɪɚ	flier
flaɪt	flight
flɪmflæm	flimflam
flɪmzi	flimsy
flɪnʧ	flinch
flɪŋ	fling
flɪnt	flint
flɪntlɑk	flintlock
flɪp	flip
flɪpənt	flippant
flɪpɚ	flipper
flɝt	flirt
flɝteɪʃən	flirtation
flɪt	flit
flɪʧ	flitch
flɪvɚ	flivver
floʊt	float
flɑk	flock
floʊ	floe
flɑg	flog
flʌd	flood
floʊɚ	floor
floɹwɔkɚ	floorwalker
fluzi	floozy
flɑp	flop
floɹə	flora
flɔɹɛsn̩s	florescence
flɔɹəd	florid
flɔɹən	florin
floɹəst	florist
flɔs	floss
floʊtɪlə	flotilla
flɑtsəm	flotsam
flaʊns	flounce
flaʊndɚ	flounder
flaʊɹ	flour
flʊɹɪʃ	flourish
flaʊt	flout
floʊ	flow
flaʊɚ	flower
floʊn	flown
flu	flu
flʌkʧueɪt	fluctuate
flʌkʧueɪʃən	fluctuation
flu	flue
fluənt	fluent
flʌf	fluff
fluəd	fluid
fluɪdəti	fluidity
fluk	fluke
flum	flume
flʌŋ	flung
flʌŋk	flunk
flʌŋki	flunkey
flʊɹɛsn̩s	fluorescence
flʊɹədeɪt	fluoridate
flʊɹədeɪʃən	fluoridation
flʊɹin	fluorine
flʊɹəskoʊp	fluoroscope
flɝi	flurry
flʌʃ	flush
flʌstɚ	fluster
flut	flute
flutəst	flutist
flʌtɚ	flutter
flʌks	flux
flaɪ	fly
flaɪbloʊn	flyblown
flaɪkæʧɚ	flycatcher
flaɪlif	flyleaf
foʊl	foal
foʊm	foam
fɑb	fob
foʊsaɪ	foci
foʊkəs	focus
fɑdɚ	fodder
foʊ	foe
fɔg	fog
foʊgi	fogey
fɔɪbl̩	foible
fɔɪst	foist
foʊld	fold
fɔldɚɔl	folderol
foʊliɪʤ	foliage
foʊlioʊ	folio
foʊk	folk
foʊksi	folksy
foʊkweɪ	folkway
fɑlɪkl̩	follicle
fɑloʊ	follow
fɑli	folly
foʊmɛnt	foment
foʊmənteɪʃən	fomentation
fɑnd	fond
fɑndənt	fondant
fɑndl̩	fondle
fɑndu	fondu
fɑnt	font
fud	food
fudstʌf	foodstuff
ful	fool
fulɚi	foolery
fulpɹuf	foolproof
fʊlskæp	foolscap
fʊt	foot
fʊtɪʤ	footage
fʊtɪŋ	footing
fʊtmən	footman
fɑp	fop
foɹ	for
fɔɹɪʤ	forage
fɔɹeɪ	foray
fɔɹbæɹ	forbear
fɚbɪd	forbid
foɹboʊd	forbode
foɹs	force
fɔɹsəps	forceps
foɹsəbl̩	forcible
foɹd	ford
foɹ	fore
foɹɑɹm	forearm
foɹbæɹ	forebear
foɹkæst	forecast
foʊksl̩	forecastle
foɹkloʊz	foreclose
foɹfɑðɚ	forefather
fɔɹgæðɚ	foregather
foɹgoʊ	forego
foɹgɹaʊnd	foreground
fɔɹhɛd	forehead
fɔɹən	foreign
foɹnoʊ	foreknow
foɹleɪdi	forelady
foɹmən	foreman
fɚɛnsɪk	forensic
foɹɔɹdeɪn	foreordain
foɹkwɔɹtɚ	forequarter
foɹsi	foresee
foɹʃit	foresheet
foɹʃɔɹtn̩	foreshorten
foɹsaɪt	foresight
fɔɹəst	forest
foɹstɔl	forestall
fɔɹəstɹi	forestry
fɔɹswæɹ	foreswear
foɹteɪst	foretaste
foɹtɛl	foretell
foɹθɔt	forethought
foɹtoʊkən	foretoken
foɹtɑp	foretop
fɚɛvɚ	forever
foɹwɔɹn	forewarn
foɹwʊmən	forewoman
fɔɹfət	forfeit
fɔɹfəʧʊɹ	forfeiture
fɔɹfɛnd	forfend
foɹʤ	forge
fɔɹgɛt	forget
foɹʤɪŋ	forging
fɔɹgɪv	forgive
fɔɹɪnt	forint
fɔɹk	fork
fɔɹkt	forked
fɔɹklɪft	forklift
fɚlɔɹn	forlorn
fɔɹm	form
fɔɹml̩	formal
fɔɹmældəhaɪd	formaldehyde
fɔɹməlɪzm̩	formalism
fɔɹmæləti	formality
fɔɹməlaɪz	formalize
fɔɹmæt	format
fɔɹmeɪʃən	formation
fɔɹmətɪv	formative
fɔɹmɚ	former
fɔɹmfɪtɪŋ	formfitting
fɔɹmədəbl̩	formidable
fɔɹmləs	formless
fɔɹmjʊlə	formula
fɔɹmjʊleɪʃən	formulation
fɔɹnəkeɪʃən	fornication
fɚseɪk	forsake
fɚsuθ	forsooth
fɚsɪθiə	forsythia
foɹt	fort
foɹt	forte
foɹθ	forth
foɹθkʌmɪŋ	forthcoming
foɹθɹaɪt	forthright
foɹθwɪð	forthwith
fɔɹtəfəkeɪʃən	fortification
fɔɹtəfaɪ	fortify
fɔɹtətud	fortitude
foɹtnaɪt	fortnight
fɔɹtɹəs	fortress
fɔɹtuətəs	fortuitous
fɔɹʧənət	fortunate
fɔɹʧən	fortune
fɔɹti	forty
foɹm̩	forum
fɔɹwɚd	forward
fɑsl̩	fossil
fɔstɚ	foster
fɔt	fought
faʊl	foul
fʊlɑɹd	foulard
faʊli	foully
faʊlmaʊðd	foulmouthed
faʊnd	found
faʊndeɪʃən	foundation
faʊndɚ	founder
faʊndlɪŋ	foundling
faʊndɹi	foundry
faʊnt	fount
faʊntn̩	fountain
foɹ	four
foɹtin	fourteen
foɹθ	fourth
faʊl	fowl
fɑks	fox
fɑkst	foxed
fɔɪɚ	foyer
fɹeɪkəs	fracas
fɹækʃən	fraction
fɹækʧɚ	fracture
fɹæʤl̩	fragile
fɹəʤɪləti	fragility
fɹægmənt	fragment
fɹeɪgɹənt	fragrant
fɹeɪl	frail
fɹeɪlti	frailty
fɹeɪm	frame
fɹæŋk	franc
fɹænʧaɪz	franchise
fɹænsiəm	francium
fɹænʤəbɪləti	frangibility
fɹænʤəbl̩	frangible
fɹæŋk	frank
fɹæŋkfɚtɚ	frankforter
fɹæŋkənsɛns	frankincense
fɹæntɪk	frantic
fɹæp	frappe
fɹətɝnl̩	fraternal
fɹætɚnəzeɪʃən	fraternization
fɹætɚnaɪz	fraternize
fɹɔd	fraud
fɹɔʤʊlənt	fraudulent
fɹɔt	fraught
fɹeɪ	fray
fɹæzl̩	frazzle
fɹik	freak
fɹɛkl̩	freckle
fɹi	free
fɹiboɹd	freeboard
fɹidmən	freedman
fɹidəm	freedom
fɹihænd	freehand
fɹihoʊld	freehold
fɹiweɪ	freeway
fɹiwɪl	freewill
fɹiz	freeze
fɹeɪt	freight
fɹɛnʧ	french
fɹɪnɛtɪk	frenetic
fɹɛnzi	frenzy
fɹikwənsi	frequency
fɹikwənt	frequent
fɹɛskoʊ	fresco
fɹɛʃ	fresh
fɹɛt	fret
fɹɛtwɝk	fretwork
fɹaɪəbl̩	friable
fɹaɪɚ	friar
fɹɪkəsi	fricassee
fɹɪkʃən	friction
fɹaɪdkeɪk	friedcake
fɹɛnd	friend
fɹiz	frieze
fɹɪgət	frigate
fɹaɪt	fright
fɹɪʤəd	frigid
fɹɪʤɪdəti	frigidity
fɹɪl	frill
fɹɪnʤ	fringe
fɹɪpəɹi	frippery
fɹɪsk	frisk
fɹɪtɚ	fritter
fɹɪvɑləti	frivolity
fɹɪvl̩əs	frivolous
fɹɪvl̩əsli	frivolously
fɹɪz	frizz
fɹɪzl̩	frizzle
fɹoʊ	fro
fɹɑk	frock
fɹɔg	frog
fɹɑlɪk	frolic
fɹʌm	from
fɹɑnd	frond
fɹʌnt	front
fɹʌntɪʤ	frontage
fɹʌntl̩	frontal
fɹʌntɪɹ	frontier
fɹʌntəspis	frontispiece
fɹɔst	frost
fɹɔstbaɪt	frostbite
fɹɔstɪŋ	frosting
fɹɔθ	froth
fɹufɹu	froufrou
fɹoʊwɚd	froward
fɹaʊn	frown
fɹaʊzi	frowsy
fɹoʊz	froze
fɹoʊzn̩	frozen
fɹʌktəfaɪ	fructify
fɹugl̩	frugal
fɹugæləti	frugality
fɹut	fruit
fɹuɪʃən	fruition
fɹʌstɹeɪt	frustrate
fɹʌstɹeɪʃən	frustration
fɹaɪ	fry
fɹaɪɚ	fryer
fjuʃə	fuchsia
fʌdl̩	fuddle
fʌʤ	fudge
fjʊɹɚ	fuehrer
fjul	fuel
fjuʤətɪv	fugitive
fjug	fugue
fʊlkɹəm	fulcrum
fʊlfɪl	fulfil
fʊl	full
fʊli	fully
fʊlməneɪt	fulminate
fʊlməneɪʃən	fulmination
fʊlsəm	fulsome
fʌmbl̩	fumble
fjum	fume
fjumɪgənt	fumigant
fjuməgeɪt	fumigate
fjuməgeɪʃən	fumigation
fʌn	fun
fʌŋkʃən	function
fʌŋkʃənɛɹi	functionary
fʌnd	fund
fʌndəmɛntl̩	fundamental
fjunɚl̩	funeral
fjunəɹɛɹi	funerary
fjʊnɪɹil̩	funereal
fʌnʤaɪ	fungi
fʌnʤəsaɪdl̩	fungicidal
fʌnʤəsaɪd	fungicide
fʌŋgəs	fungous
fʌŋgəs	fungus
fjʊnɪkjʊlɚ	funicular
fʌŋk	funk
fʌnl̩	funnel
fʌni	funny
fɝ	fur
fɝbəloʊ	furbelow
fɝbɪʃ	furbish
fjʊɹiəs	furious
fɝl	furl
fɝlɔŋ	furlong
fɝloʊ	furlough
fɝnəs	furnace
fɝnɪʃ	furnish
fɝnɪʧɚ	furniture
fjʊɹoɹ	furor
fɝiɚ	furrier
fɝɪŋ	furring
fɝoʊ	furrow
fɝi	furry
fɝðɚ	further
fɝðəst	furthest
fɝtɪv	furtive
fjʊɹi	fury
fɝz	furze
fjuz	fuse
fjʊzi	fusee
fjusəlɑƷ	fuselage
fjusəleɪd	fusillade
fjuƷən	fusion
fʌs	fuss
fʌsʧən	fustian
fʌsti	fusty
fjutl̩	futile
fjʊtɪləti	futility
fjuʧɚ	future
fjuʧɚɪstɪk	futuristic
fjʊtʊɹəti	futurity
fʌz	fuzz
ʤi	g
gæb	gab
gæbɚdin	gabardine
gæbl̩	gabble
gæbi	gabby
gæbɚdin	gaberdine
gæbfɛst	gabfest
geɪbl̩	gable
gæd	gad
gædəbaʊt	gadabout
gædflaɪ	gadfly
gæʤət	gadget
gæʤətɪɹ	gadgeteer
gæʤətɹi	gadgetry
gædəlɪniəm	gadolinium
gæf	gaff
gæf	gaffe
gæfɚ	gaffer
gæg	gag
geɪʤ	gage
geɪəti	gaiety
geɪli	gaily
geɪn	gain
geɪnseɪ	gainsay
geɪt	gait
geɪtɚ	gaiter
geɪlə	gala
gəlæktɪk	galactic
gæləksi	galaxy
geɪl	gale
gəlinə	galena
gɔl	gall
gælənt	gallant
gæləntɹi	gallantry
gɔlblædɚ	gallbladder
gæliən	galleon
gælɚi	gallery
gæli	galley
gæləmɔfɹi	gallimaufry
gæliəm	gallium
gæləvænt	gallivant
gælən	gallon
gæləp	gallop
gæloʊz	gallows
gɔlstoʊn	gallstone
gəloɹ	galore
gəlɑʃ	galosh
gælvænɪk	galvanic
gælvənɪzm̩	galvanism
gælvənaɪz	galvanize
gæmbət	gambit
gæmbl̩	gamble
gæmbl̩	gambol
geɪm	game
geɪmkɑk	gamecock
gəmit	gamete
gəmɛtɪk	gametic
gæmən	gamin
gæmin	gamine
gæmɚ	gammer
gæmən	gammon
gæmət	gamut
geɪmi	gamy
gændɚ	gander
gæŋ	gang
gæŋglɪŋ	gangling
gæŋgliən	ganglion
gæŋgliɑnɪk	ganglionic
gæŋplæŋk	gangplank
gæŋgɹin	gangrene
gæŋgɹənəs	gangrenous
gæŋstɚ	gangster
gæŋweɪ	gangway
gænət	gannet
gɔntlət	gantlet
gæntɹi	gantry
ʤeɪl	gaol
gæp	gap
geɪp	gape
gɚɑƷ	garage
gɑɹb	garb
gɑɹbɪʤ	garbage
gɑɹbl̩	garble
gɑɹdn̩	garden
gɑɹdinjə	gardenia
gɑɹgl̩	gargle
gɑɹgɔɪl	gargoyle
gæɹɪʃ	garish
gɑɹlənd	garland
gɑɹlɪk	garlic
gɑɹmənt	garment
gɑɹnɚ	garner
gɑɹnət	garnet
gɑɹnɪʃ	garnish
gəɹɑt	garotte
gæɹət	garret
gæɹəsən	garrison
gəɹuləti	garrulity
gæɹl̩əs	garrulous
gæɹl̩əsli	garrulously
gɑɹtɚ	garter
gæs	gas
gæʃ	gash
gæskət	gasket
gæslaɪt	gaslight
gæsəlin	gasolene
gæsp	gasp
gæstɹɪk	gastric
gæstɹaɪtəs	gastritis
gæstɹənɑmɪk	gastronomic
gæstɹɑnəmi	gastronomy
gæstɹəpɑd	gastropod
gæswɝks	gasworks
geɪt	gate
gæðɚ	gather
goʊʃ	gauche
goʊʃəɹi	gaucherie
gaʊʧoʊ	gaucho
gɔd	gaud
geɪʤ	gauge
gɔnt	gaunt
gɔntlət	gauntlet
gɔz	gauze
geɪv	gave
gævl̩	gavel
gəvɑt	gavotte
gɔk	gawk
gɔki	gawky
geɪ	gay
geɪz	gaze
gəziboʊ	gazebo
gəzɛl	gazelle
gəzɛt	gazette
gæzətɪɹ	gazetteer
gɪɹ	gear
gis	geese
geɪʃə	geisha
ʤɛlətn̩	gelatine
ʤəlætnəs	gelatinous
gɛld	geld
ʤɛləd	gelid
ʤɛm	gem
ʤɛmənət	geminate
ʤɛməneɪʃən	gemination
ʤɛmstoʊn	gemstone
Ʒɑndɑɹm	gendarme
ʤɑndɑɹməɹi	gendarmerie
ʤɛndɚ	gender
ʤin	gene
ʤiniɑləʤi	genealogy
ʤɛnəɹə	genera
ʤɛnɚl̩	general
ʤɛnəɹəlɪsəmoʊ	generalissimo
ʤɛnɚæləti	generality
ʤɛnɚl̩əzeɪʃən	generalization
ʤɛnɚəlaɪz	generalize
ʤɛnɚeɪt	generate
ʤɛnɚeɪʃən	generation
ʤɛnɚətəv	generative
ʤɛnɚeɪtɚ	generator
ʤənɛɹɪk	generic
ʤɛnɚɑsəti	generosity
ʤɛnɚəs	generous
ʤɛnɚəsli	generously
ʤɛnəsəs	genesis
ʤənɛtɪk	genetic
ʤinjl̩	genial
ʤiniæləti	geniality
ʤinil̩i	genially
ʤinɪk	genic
ʤini	genie
ʤɛnətl̩	genital
ʤɛnətæliə	genitalia
ʤɛnətɪv	genitive
ʤinjəs	genius
ʤɛnəsaɪd	genocide
ʤɛnz	gens
ʤɛnt	gent
ʤɛntil	genteel
ʤɛntiz	gentes
ʤɛnʧən	gentian
ʤɛntaɪl	gentile
ʤɛntɪləti	gentility
ʤɛntl̩	gentle
ʤɛntl̩foʊk	gentlefolk
ʤɛntli	gently
ʤɛntɹi	gentry
ʤɛnjuflɛkt	genuflect
ʤɛnjuflɛkʃən	genuflexion
ʤɛnjuən	genuine
ʤinəs	genus
ʤiəgɹæfɪk	geographic
ʤiɑgɹəfi	geography
ʤiəlɑʤɪk	geologic
ʤiɑləʤəst	geologist
ʤiɑləʤi	geology
ʤiəmɛtɹɪk	geometric
ʤiɑmətɹi	geometry
ʤioʊpɑlətɪks	geopolitics
ʤɚeɪniəm	geranium
ʤɛɹiætɹɪk	geriatric
ʤɝm	germ
ʤɝmən	german
ʤɝmeɪn	germane
ʤɝmeɪniəm	germanium
ʤɝməsaɪdl̩	germicidal
ʤɝməsaɪd	germicide
ʤɝməneɪt	germinate
ʤɝməneɪʃən	germination
ʤɛɹəntɑləʤi	gerontology
ʤɛɹimændɚ	gerrymander
ʤɛɹənd	gerund
gəstɑpoʊ	gestapo
ʤɛsteɪt	gestate
ʤɛsteɪʃən	gestation
ʤɛstɪkjʊleɪt	gesticulate
ʤɛsʧɚ	gesture
gəzʊnthaɪt	gesundheit
gɛt	get
gɛtəweɪ	getaway
gɛtʌp	getup
gugɔ	gewgaw
gaɪzɚ	geyser
gæstli	ghastly
gɔt	ghat
gɝkən	gherkin
gɛtoʊ	ghetto
goʊst	ghost
gul	ghoul
ʤaɪənt	giant
ʤɪbɚ	gibber
ʤɪbət	gibbet
gɪbən	gibbon
ʤaɪb	gibe
ʤɪblət	giblet
gɪdi	giddy
gɪft	gift
gɪg	gig
ʤaɪgæntɪk	gigantic
gɪgl̩	giggle
ʤɪgəloʊ	gigolo
gɪld	gild
gɪl	gill
gɪlt	gilt
ʤɪmkɹæk	gimcrack
gɪmlət	gimlet
gɪmɪk	gimmick
gɪmpi	gimpy
gɪn	gin
ʤɪnʤɚ	ginger
gɪŋm̩	gingham
ʤɚæf	giraffe
gɝd	gird
gɝdɚ	girder
gɝdl̩	girdle
gɝl	girl
gɝt	girt
gɝθ	girth
gɪzmoʊ	gismo
ʤɪst	gist
gɪv	give
gɪvəweɪ	giveaway
gɪvən	given
gɪzɚd	gizzard
gleɪbɹəs	glabrous
gleɪʃl̩	glacial
gleɪʃɚ	glacier
glæd	glad
glædn̩	gladden
gleɪd	glade
glædieɪtɚ	gladiator
glædiətoɹil̩	gladiatorial
glædioʊləs	gladiolus
glædsəm	gladsome
glæmɚ	glamor
glæmɚaɪz	glamourize
glæns	glance
glænd	gland
glænʤʊlɚ	glandular
glæɹ	glare
glæɹɪŋ	glaring
glæs	glass
gleɪz	glaze
gleɪƷɚ	glazier
glim	gleam
glin	glean
glib	glebe
gli	glee
glɛn	glen
glɛngæɹi	glengarry
glɪb	glib
glaɪd	glide
glɪmɚ	glimmer
glɪmps	glimpse
glɪnt	glint
glɪsn̩	glisten
glɪstɚ	glister
glɪtɚ	glitter
gloʊmɪŋ	gloaming
gloʊt	gloat
glɑb	glob
gloʊbl̩	global
gloʊb	globe
glɑbjul	globule
glɑkənʃpil	glockenspiel
glum	gloom
gloɹəfəkeɪʃən	glorification
gloɹəfaɪ	glorify
gloɹiəs	glorious
gloɹi	glory
glɔs	gloss
glɑsæɹil̩	glossarial
glɔsɚi	glossary
glɑtəs	glottis
glʌv	glove
gloʊ	glow
glaʊɚ	glower
gloʊwɝm	glowworm
gloʊz	gloze
glukoʊs	glucose
glu	glue
glʌm	glum
glʌt	glut
glutn̩	gluten
glutn̩əs	glutinous
glʌtn̩	glutton
glɪsɚən	glycerine
glɪsɚɔl	glycerol
nɑɹl	gnarl
næʃ	gnash
næt	gnat
nɔ	gnaw
naɪs	gneiss
noʊm	gnome
nu	gnu
goʊ	go
goʊd	goad
goʊl	goal
goʊli	goalie
goʊlkipɚ	goalkeeper
goʊlpoʊst	goalpost
goʊt	goat
goʊti	goatee
goʊtskɪn	goatskin
gɑb	gob
gɑbət	gobbet
gɑbl̩	gobble
gɑbl̩digʊk	gobbledegook
gɑblɚ	gobbler
gɑblət	goblet
gɑblən	goblin
gɑd	god
gɑgl̩	goggle
goʊɪŋ	going
gɔɪtɚ	goitre
goʊld	gold
goʊldbitɚ	goldbeater
goʊldən	golden
goʊldfild	goldfield
goʊldfɪnʧ	goldfinch
gʌlf	golf
goʊnæd	gonad
gɑndəlɪɹ	gondolier
gɔn	gone
gɔnɚ	goner
gɑnfəlɑn	gonfalon
gɔŋ	gong
gɑnɚiə	gonorrhea
gu	goo
gʊd	good
gʊdli	goodly
gʊdmən	goodman
gʊdwaɪf	goodwife
gʊdi	goody
guf	goof
gus	goose
gusbɛɹi	gooseberry
gusflɛʃ	gooseflesh
goʊfɚ	gopher
goɹ	gore
gɔɹʤ	gorge
gɔɹʤəs	gorgeous
gɚɪlə	gorilla
gɔɹməndaɪz	gormandize
gɔɹs	gorse
goɹi	gory
gɑzlɪŋ	gosling
gɑspl̩	gospel
gɑsəmɚ	gossamer
gɑsəp	gossip
gɑt	got
gɑtn̩	gotten
gaʊʤ	gouge
gulɑʃ	goulash
goɹd	gourd
gʊɹd	gourde
gʊɹmɑnd	gourmand
gʊɹmeɪ	gourmet
gaʊt	gout
gʌvɚn	govern
gʌvɚnmənt	government
gʌvɚnmɛntl̩	governmental
gʌvənɚ	governor
gaʊn	gown
gɹæb	grab
gɹeɪs	grace
gɹeɪʃəs	gracious
gɹækl̩	grackle
gɹeɪdeɪʃən	gradation
gɹeɪd	grade
gɹeɪdiənt	gradient
gɹæʤul̩	gradual
gɹæʤueɪt	graduate
gɹæʤueɪʃən	graduation
gɹæfitoʊ	graffito
gɹæft	graft
gɹeɪl	grail
gɹeɪn	grain
gɹæmɚ	grammar
gɹəmɛɹiən	grammarian
gɹæm	gramme
gɹeɪnɚi	granary
gɹænd	grand
gɹændæm	grandam
gɹændʧaɪld	grandchild
gɹændɔtɚ	granddaughter
gɹændi	grandee
gɹænʤɚ	grandeur
gɹænfɑðɚ	grandfather
gɹændɪləkwəns	grandiloquence
gɹændioʊs	grandiose
gɹændmʌðɚ	grandmother
gɹændsʌn	grandson
gɹeɪnʤ	grange
gɹænət	granite
gɹænt	grant
gɹænti	grantee
gɹænjʊlɚ	granular
gɹænjʊleɪʃən	granulation
gɹænjul	granule
gɹeɪp	grape
gɹæf	graph
gɹæfɪk	graphic
gɹæfaɪt	graphite
gɹæpnl̩	grapnel
gɹæpl̩	grapple
gɹæsp	grasp
gɹæs	grass
gɹeɪt	grate
gɹeɪtfl̩	grateful
gɹætəfəkeɪʃən	gratification
gɹætəfaɪ	gratify
gɹeɪtɪŋ	grating
gɹætəs	gratis
gɹætətud	gratitude
gɹətuətəs	gratuitous
gɹeɪv	grave
gɹævl̩	gravel
gɹeɪvstoʊn	gravestone
gɹeɪvjɑɹd	graveyard
gɹævəd	gravid
gɹævəteɪt	gravitate
gɹævəteɪʃən	gravitation
gɹævəti	gravity
gɹeɪvi	gravy
gɹeɪ	gray
gɹeɪbɪɹd	graybeard
gɹeɪlɪŋ	grayling
gɹeɪz	graze
gɹeɪƷɚ	grazier
gɹis	grease
gɹispeɪnt	greasepaint
gɹisi	greasy
gɹeɪt	great
gɹib	grebe
gɹid	greed
gɹin	green
gɹinəs	greenness
gɹit	greet
gɹɪgæɹiəs	gregarious
gɹɛmlən	gremlin
gɹəneɪd	grenade
gɹɛnədɪɹ	grenadier
gɹɛnədin	grenadine
gɹu	grew
gɹeɪhaʊnd	greyhound
gɹɪd	grid
gɹɪdl̩	griddle
gɹɪdaɪɹn	gridiron
gɹif	grief
gɹivəns	grievance
gɹiv	grieve
gɹivəs	grievous
gɹɪl	grill
gɹɪlwɝk	grillwork
gɹɪm	grim
gɹɪməs	grimace
gɹaɪm	grime
gɹɪn	grin
gɹaɪnd	grind
gɹaɪndɚ	grinder
gɹaɪndstoʊn	grindstone
gɹɪp	grip
gɹaɪp	gripe
gɹɪp	grippe
gɹɪzli	grisly
gɹɪst	grist
gɹɪsl̩	gristle
gɹɪstmɪl	gristmill
gɹɪt	grit
gɹɪts	grits
gɹɪzl̩d	grizzled
gɹɪzli	grizzly
gɹoʊn	groan
gɹoʊt	groat
gɹoʊsɚ	grocer
gɹoʊsɚi	grocery
gɹɑg	grog
gɹɑgi	groggy
gɹɔɪn	groin
gɹɑmət	grommet
gɹum	groom
gɹumzmən	groomsman
gɹuv	groove
gɹoʊp	grope
gɹoʊʃən	groschen
gɹoʊgɹeɪn	grosgrain
gɹoʊs	gross
gɹɔʃ	grosz
gɹɔʃi	groszy
gɹɑt	grot
gɹoʊtɛsk	grotesque
gɹɑtoʊ	grotto
gɹaʊʧ	grouch
gɹaʊnd	ground
gɹaʊndhɔg	groundhog
gɹaʊndlɪŋ	groundling
gɹaʊndʃit	groundsheet
gɹaʊndwɔtɚ	groundwater
gɹup	group
gɹaʊs	grouse
gɹoʊv	grove
gɹɑvl̩	grovel
gɹoʊ	grow
gɹaʊl	growl
gɹoʊn	grown
gɹoʊθ	growth
gɹʌb	grub
gɹʌbi	grubby
gɹʌbsteɪk	grubstake
gɹʌʤ	grudge
gɹul	gruel
gɹusəm	gruesome
gɹʌf	gruff
gɹʌmbl̩	grumble
gɹʌmpi	grumpy
gɹʌnt	grunt
gwɑnoʊ	guano
gwɑɹəni	guarani
gæɹənti	guarantee
gæɹəntɔɹ	guarantor
gæɹənti	guaranty
gɑɹd	guard
gɑɹdiən	guardian
gɑɹdɹum	guardroom
gɑɹdzmən	guardsman
gubɚnətoɹil̩	gubernatorial
gɝdn̩	guerdon
gɚɪlə	guerilla
gɛs	guess
gɛst	guest
gʌfɔ	guffaw
gaɪdn̩s	guidance
gaɪd	guide
gaɪdɑn	guidon
gɪld	guild
gɪldɚ	guilder
gaɪl	guile
gaɪlləs	guileless
gɪlətin	guillotine
gɪlt	guilt
gɪni	guinea
gaɪz	guise
gətɑɹ	guitar
gʌlʧ	gulch
guldən	gulden
gʌlf	gulf
gʌl	gull
gʌlət	gullet
gʌli	gully
gʌlp	gulp
gʌm	gum
gʌmboʊ	gumbo
gʌmbɔɪl	gumboil
gʌmpʃən	gumption
gʌn	gun
gʌnl̩	gunnel
gʌnɚi	gunnery
gʌni	gunny
gʌnpɔɪnt	gunpoint
gʌnpaʊdɚ	gunpowder
gʌpi	guppy
gɝgl̩	gurgle
gʌʃ	gush
gʌsət	gusset
gʌst	gust
gʌstətoɹi	gustatory
gʌstoʊ	gusto
gʌt	gut
gʌtɚ	gutter
gʌtɚl̩	guttural
gʌti	gutty
gaɪ	guy
gʌzl̩	guzzle
ʤɪm	gym
ʤɪmkɑnə	gymkhana
ʤɪmnəst	gymnast
ʤɪmnæstɪks	gymnastics
gaɪnəkɑləʤi	gynecology
ʤɪp	gyp
ʤɪpsəm	gypsum
ʤaɪɹeɪt	gyrate
ʤaɪɹeɪʃən	gyration
ʤaɪɹoʊkʌmpəs	gyrocompass
ʤaɪɹəskoʊp	gyroscope
ʤaɪv	gyve
eɪʧ	h
hɑbənɛɹə	habanera
hæbɚdæʃɚ	haberdasher
həbɪləmənt	habiliment
hæbət	habit
hæbətəbɪləti	habitability
hæbətəbl̩	habitable
hæbətəbl̩nəs	habitableness
hæbətənt	habitant
hæbətæt	habitat
hæbəteɪʃən	habitation
həbɪʧul̩	habitual
həbɪʧueɪt	habituate
həbɪʧueɪ	habitue
ɑsiɛndə	hacienda
hæk	hack
hækl̩	hackle
hækmən	hackman
hækni	hackney
hæksɔ	hacksaw
hæd	had
hædək	haddock
himəgloʊbən	haemoglobin
hɛmɚɪʤ	haemorrhage
hæfniəm	hafnium
hæft	haft
hæg	hag
hægɚd	haggard
hægəs	haggis
hægl̩	haggle
hægiɑgɹəfi	hagiography
heɪl	hail
hæɹ	hair
hæɹklɔθ	haircloth
hæɹlaɪn	hairline
hæɹzbɹɛdθ	hairsbreadth
hæɹi	hairy
heɪk	hake
hælbɚd	halberd
hælsiən	halcyon
heɪl	hale
hɑlɚ	haler
hæf	half
hæfhɑɹtəd	halfhearted
heɪpəni	halfpenny
hæləbət	halibut
hælətoʊsəs	halitosis
hɔl	hall
hæləlujə	hallelujah
hæljɚd	halliard
hɔlmɑɹk	hallmark
həloʊ	hallo
hæloʊ	hallow
həlusn̩eɪʃən	hallucination
hɔlweɪ	hallway
heɪloʊ	halo
hæləʤən	halogen
hɔlt	halt
hɔltɚ	halter
hæv	halve
hævɚz	halvers
hævz	halves
hæm	ham
hæmədɹaɪəd	hamadryad
hæmbɝgɚ	hamburger
hæmlət	hamlet
hæmɚ	hammer
hæmək	hammock
hæmpɚ	hamper
hæmstɚ	hamster
hæmstɹɪŋ	hamstring
hænd	hand
hændbæg	handbag
hændkɑɹ	handcar
hændɪkæp	handicap
hæŋkɚʧɪf	handkerchief
hændl̩	handle
hændmeɪd	handmade
hændaʊt	handout
hændpɪk	handpick
hændɹeɪl	handrail
hændʃeɪk	handshake
hænsəm	handsome
hændspaɪk	handspike
hændwoʊvən	handwoven
hændi	handy
hæŋ	hang
hæŋɚ	hangar
hæŋdɔg	hangdog
hæŋd	hanged
hæŋɪŋ	hanging
hæŋaʊt	hangout
hæŋk	hank
hæŋkɚ	hanker
hænsl̩	hansel
hænsəm	hansom
hæp	hap
hæphæzɚd	haphazard
hæpləs	hapless
hæpən	happen
hæpəli	happily
hæpinəs	happiness
hæpi	happy
hɚæŋ	harangue
hɚæs	harass
